,calc_key,potential_LAMMPS_key,potential_LAMMPS_id,potential_key,potential_id,composition,prototype,family,a,b,c,alpha,beta,gamma,strainrange,straindirection,C11,C12,C13,C14,C15,C16,C21,C22,C23,C24,C25,C26,C31,C32,C33,C34,C35,C36,C41,C42,C43,C44,C45,C46,C51,C52,C53,C54,C55,C56,C61,C62,C63,C64,C65,C66
227,410fe5e0-7cd5-4571-805d-0bf7104db4e3,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,mp-1056079,mp-1056079,11.84289481,2.2569142889037863,22.747576469999657,90.0,101.93591873000028,90.0,1e-06,negative,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,10.207,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,-0.000,-0.000,-0.000,0.000,0.000,0.000,0.000
226,410fe5e0-7cd5-4571-805d-0bf7104db4e3,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,mp-1056079,mp-1056079,11.84289481,2.2569142889037863,22.747576469999657,90.0,101.93591873000028,90.0,1e-06,positive,-0.000,0.000,-0.000,-0.000,-0.000,0.000,-0.000,10.207,-0.000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000,-0.000,0.000,0.000,0.000,-0.000,-0.000,-0.000,-0.000
127,2b6e0061-de90-42a4-bb96-12ec49d7a189,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,mp-1056079,mp-1056079,11.84289481,2.2569142889037863,22.747576469999657,90.0,101.93591873000028,90.0,1e-05,negative,0.000,-0.000,0.000,0.000,0.000,-0.000,0.000,10.207,0.000,0.000,0.000,-0.000,0.000,-0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,-0.000,-0.000,-0.000,0.000,0.000,0.000,0.000
126,2b6e0061-de90-42a4-bb96-12ec49d7a189,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,mp-1056079,mp-1056079,11.84289481,2.2569142889037863,22.747576469999657,90.0,101.93591873000028,90.0,1e-05,positive,-0.000,0.000,-0.000,-0.000,-0.000,0.000,-0.000,10.206,-0.000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000,-0.000,-0.000,0.000,0.000,-0.000,-0.000,-0.000,0.000
143,3179c9ae-137e-4567-bce9-6024bac83cd3,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,mp-1059259,mp-1059259,8.04474616469959,2.4551698816695704,2.5138344391622502,90.0,90.0,90.0,1e-08,negative,209.831,65.522,116.023,-0.000,0.000,0.000,65.742,247.569,35.858,0.000,0.000,0.000,116.045,35.660,235.584,-0.000,0.000,0.000,0.000,-0.000,-0.000,-7.157,-0.000,0.000,0.000,-0.000,-0.000,0.000,68.241,0.000,0.000,-0.001,-0.000,-0.000,0.000,-75.478
142,3179c9ae-137e-4567-bce9-6024bac83cd3,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,mp-1059259,mp-1059259,8.04474616469959,2.4551698816695704,2.5138344391622502,90.0,90.0,90.0,1e-08,positive,209.831,65.522,116.023,-0.000,-0.000,-0.000,65.742,247.569,35.858,-0.000,0.000,-0.000,116.045,35.660,235.584,-0.000,-0.000,-0.000,-0.000,0.000,0.000,-7.157,-0.000,-0.000,-0.000,0.000,0.000,0.000,68.241,-0.000,-0.000,0.001,0.000,-0.000,-0.000,-75.478
235,4500d37e-0c01-4ea5-8f2e-636525e6aed1,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,mp-1059259,mp-1059259,8.04474616469959,2.4551698816695704,2.5138344391622502,90.0,90.0,90.0,1e-07,negative,209.831,65.522,116.023,0.000,0.000,0.000,65.742,247.569,35.858,0.000,-0.000,0.000,116.045,35.660,235.584,-0.000,-0.000,0.000,0.000,-0.000,-0.000,-7.157,0.000,0.000,0.000,-0.000,-0.000,0.000,68.241,0.000,-0.000,-0.000,-0.000,0.000,0.000,-75.478
234,4500d37e-0c01-4ea5-8f2e-636525e6aed1,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,mp-1059259,mp-1059259,8.04474616469959,2.4551698816695704,2.5138344391622502,90.0,90.0,90.0,1e-07,positive,209.831,65.522,116.023,-0.000,-0.000,-0.000,65.742,247.569,35.858,-0.000,-0.000,-0.000,116.045,35.660,235.584,0.000,-0.000,-0.000,-0.000,0.000,0.000,-7.157,-0.000,-0.000,-0.000,0.000,0.000,0.000,68.241,-0.000,0.000,0.000,0.000,-0.000,-0.000,-75.478
367,76948f85-6058-4603-9b31-2eae0ffb7f91,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,mp-1059259,mp-1059259,8.04474616469959,2.4551698816695704,2.5138344391622502,90.0,90.0,90.0,1e-06,negative,209.832,65.522,116.023,0.000,0.000,0.000,65.743,247.570,35.858,0.000,-0.000,0.000,116.046,35.660,235.585,0.000,0.000,0.000,0.000,-0.000,-0.000,-7.157,0.000,0.000,0.000,0.000,0.000,0.000,68.241,0.000,-0.000,-0.001,-0.000,0.000,0.000,-75.478
366,76948f85-6058-4603-9b31-2eae0ffb7f91,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,mp-1059259,mp-1059259,8.04474616469959,2.4551698816695704,2.5138344391622502,90.0,90.0,90.0,1e-06,positive,209.830,65.522,116.022,-0.000,-0.000,-0.000,65.742,247.567,35.858,0.000,-0.000,-0.000,116.045,35.660,235.583,-0.000,-0.000,-0.000,-0.000,0.000,0.000,-7.157,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,68.241,-0.000,0.000,0.001,0.000,-0.000,-0.000,-75.478
631,c48d24fc-dc71-4eb7-8020-48d01a25bf31,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,mp-1059259,mp-1059259,8.04474616469959,2.4551698816695704,2.5138344391622502,90.0,90.0,90.0,1e-05,negative,209.838,65.524,116.027,0.000,0.000,0.000,65.743,247.584,35.858,0.000,0.000,0.000,116.048,35.661,235.596,0.000,0.000,0.000,0.000,-0.000,-0.001,-7.157,0.000,0.000,0.002,0.001,0.000,0.000,68.241,0.000,-0.002,-0.005,-0.002,0.000,0.000,-75.478
630,c48d24fc-dc71-4eb7-8020-48d01a25bf31,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,mp-1059259,mp-1059259,8.04474616469959,2.4551698816695704,2.5138344391622502,90.0,90.0,90.0,1e-05,positive,209.824,65.520,116.018,-0.000,-0.000,-0.000,65.742,247.554,35.858,-0.000,0.000,-0.000,116.043,35.660,235.572,0.000,-0.000,-0.000,-0.000,0.000,0.001,-7.157,-0.000,-0.000,-0.002,-0.001,-0.000,-0.000,68.241,-0.000,0.002,0.005,0.002,-0.000,-0.000,-75.478
201,3cb53179-0b41-4f5e-8ec5-f0c634d1a5ce,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,mp-1120774,mp-1120774,2.542580763470986,2.542580763470986,24.82814428348155,90.0,90.0,120.0,1e-08,negative,112.717,51.990,26.121,-10.445,-0.000,0.000,51.990,112.717,26.121,10.445,-0.000,0.000,1.083,1.083,3.230,0.000,-0.000,0.000,-11.037,9.335,-1.856,16.195,-0.000,0.000,-0.851,-0.851,-1.856,-0.000,16.195,-10.186,-0.616,-0.616,-1.343,0.000,-10.401,30.335
200,3cb53179-0b41-4f5e-8ec5-f0c634d1a5ce,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,mp-1120774,mp-1120774,2.542580763470986,2.542580763470986,24.82814428348155,90.0,90.0,120.0,1e-08,positive,112.355,51.843,25.086,-10.276,0.000,-0.000,51.843,112.355,25.086,10.276,0.000,-0.000,-1.083,-1.083,-3.230,-0.000,0.000,-0.000,-9.335,11.037,1.856,16.195,0.000,-0.000,0.851,0.851,1.856,0.000,16.195,-10.186,0.616,0.616,1.343,-0.000,-10.401,30.335
207,3d3412f8-b91c-4361-8e60-f5397e8292cc,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,mp-1120774,mp-1120774,2.542580763470986,2.542580763470986,24.82814428348155,90.0,90.0,120.0,1e-07,negative,99.987,44.330,-2.268,-6.420,-0.000,0.000,43.939,100.956,-1.489,7.513,0.000,0.000,0.108,0.108,0.323,0.000,0.000,0.000,0.337,0.298,0.846,-0.029,-0.000,0.000,0.317,0.317,0.846,0.000,-0.029,0.020,0.202,0.202,0.577,-0.000,-0.003,23.794
206,3d3412f8-b91c-4361-8e60-f5397e8292cc,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,mp-1120774,mp-1120774,2.542580763470986,2.542580763470986,24.82814428348155,90.0,90.0,120.0,1e-07,positive,99.804,44.129,-2.848,-6.434,0.000,-0.000,44.129,99.804,-2.848,6.434,0.000,-0.000,-0.108,-0.108,-0.323,-0.000,0.000,-0.000,-10.963,10.963,-0.000,17.422,0.000,-0.000,-0.317,-0.317,-0.846,-0.000,-0.029,0.020,-0.202,-0.202,-0.577,0.000,-0.003,23.794
371,772c09e0-810b-440e-be16-e525c3778470,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,mp-1120774,mp-1120774,2.542580763470986,2.542580763470986,24.82814428348155,90.0,90.0,120.0,1e-06,negative,96.871,49.187,0.071,-0.080,0.000,0.000,49.187,96.871,0.071,0.080,-0.000,0.000,0.010,0.010,0.031,0.000,0.000,0.000,-7.584,7.509,-0.082,12.027,-0.000,0.000,-0.000,0.000,0.000,-0.000,17.422,-10.963,-0.000,0.000,0.000,-0.000,-10.963,30.691
370,772c09e0-810b-440e-be16-e525c3778470,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,mp-1120774,mp-1120774,2.542580763470986,2.542580763470986,24.82814428348155,90.0,90.0,120.0,1e-06,positive,96.848,49.164,0.004,-0.080,-0.000,-0.000,43.828,100.851,-1.814,7.518,-0.000,-0.000,-0.010,-0.010,-0.031,-0.000,0.000,-0.000,-7.509,7.584,0.082,12.027,0.000,-0.000,0.000,-0.000,-0.000,0.000,17.422,-10.963,0.000,-0.000,-0.000,0.000,-10.963,30.691
139,2f7dfc8b-0dc0-45de-8804-ac458c7318c6,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,mp-1120774,mp-1120774,2.542580763470986,2.542580763470986,24.82814428348155,90.0,90.0,120.0,1e-05,negative,96.799,49.196,-0.017,-0.011,-0.000,0.000,49.197,96.797,-0.017,0.011,0.000,0.000,-0.003,-0.003,-0.009,0.000,-0.000,0.000,0.002,0.005,0.009,0.002,-0.000,0.000,0.004,0.004,0.009,0.000,0.002,-0.001,-0.002,0.000,-0.002,-0.000,-0.018,23.804
138,2f7dfc8b-0dc0-45de-8804-ac458c7318c6,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,mp-1120774,mp-1120774,2.542580763470986,2.542580763470986,24.82814428348155,90.0,90.0,120.0,1e-05,positive,97.020,48.708,-0.377,-0.582,0.000,-0.000,49.189,96.787,-0.024,0.012,0.000,-0.000,0.003,0.003,0.009,-0.000,0.000,-0.000,-0.005,-0.002,-0.009,0.002,0.000,-0.000,-0.004,-0.004,-0.009,-0.000,0.002,-0.001,0.002,-0.000,0.002,0.000,-0.018,23.804
527,a29f14d7-34e3-4d8c-8d49-4c7e5aa759a2,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,oqmd-1214609,oqmd-1214609,2.608277911159174,2.608277911159174,5.8856877157144725,90.0,90.0,120.0,1e-08,negative,200.121,96.041,130.932,40.040,0.000,-0.000,96.041,200.121,130.932,-40.040,0.000,-0.000,118.893,118.893,296.872,0.000,-0.000,-0.000,40.040,-40.040,0.000,60.907,0.000,-0.000,0.000,-0.000,0.000,0.000,60.907,40.040,0.000,0.000,0.000,0.000,40.040,52.040
526,a29f14d7-34e3-4d8c-8d49-4c7e5aa759a2,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,oqmd-1214609,oqmd-1214609,2.608277911159174,2.608277911159174,5.8856877157144725,90.0,90.0,120.0,1e-08,positive,200.121,96.041,130.932,40.040,-0.000,0.000,96.041,200.121,130.932,-40.040,0.000,0.000,118.893,118.893,296.872,0.000,0.000,0.000,40.040,-40.040,-0.000,60.907,-0.000,0.000,-0.000,0.000,-0.000,-0.000,60.907,40.040,-0.000,-0.000,-0.000,-0.000,40.040,52.040
451,911e2447-2cc7-4f88-9cf2-f4f989302750,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,oqmd-1214609,oqmd-1214609,2.608277911159174,2.608277911159174,5.8856877157144725,90.0,90.0,120.0,1e-07,negative,200.122,96.041,130.932,40.040,0.000,-0.000,96.041,200.122,130.932,-40.040,-0.000,-0.000,118.893,118.893,296.872,-0.000,0.000,-0.000,40.040,-40.040,0.000,60.907,-0.000,-0.000,-0.000,0.000,0.000,0.000,60.907,40.040,-0.000,0.000,0.000,0.000,40.040,52.040
450,911e2447-2cc7-4f88-9cf2-f4f989302750,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,oqmd-1214609,oqmd-1214609,2.608277911159174,2.608277911159174,5.8856877157144725,90.0,90.0,120.0,1e-07,positive,200.121,96.041,130.932,40.040,0.000,0.000,96.041,200.121,130.932,-40.040,-0.000,0.000,118.893,118.893,296.872,0.000,-0.000,0.000,40.040,-40.040,-0.000,60.907,-0.000,0.000,0.000,-0.000,-0.000,-0.000,60.907,40.040,0.000,-0.000,-0.000,-0.000,40.040,52.040
413,84a61219-1e92-4713-8bb9-7e9d18bc0b0a,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,oqmd-1214609,oqmd-1214609,2.608277911159174,2.608277911159174,5.8856877157144725,90.0,90.0,120.0,1e-06,negative,200.122,96.041,130.932,40.040,0.000,-0.000,96.041,200.122,130.932,-40.040,0.000,-0.000,118.893,118.893,296.873,0.000,0.000,-0.000,40.040,-40.040,0.000,60.907,-0.000,-0.000,-0.000,0.000,0.000,0.000,60.907,40.040,-0.000,0.000,0.000,0.000,40.040,52.040
412,84a61219-1e92-4713-8bb9-7e9d18bc0b0a,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,oqmd-1214609,oqmd-1214609,2.608277911159174,2.608277911159174,5.8856877157144725,90.0,90.0,120.0,1e-06,positive,200.120,96.041,130.931,40.040,-0.000,0.000,96.040,200.121,130.931,-40.040,0.000,0.000,118.893,118.893,296.871,0.000,0.000,0.000,40.040,-40.040,-0.000,60.908,0.000,0.000,0.000,-0.000,-0.000,-0.000,60.907,40.040,0.000,-0.000,-0.000,-0.000,40.040,52.040
151,322975e9-c3a3-43dc-b1e9-a2f70bc16708,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,oqmd-1214609,oqmd-1214609,2.608277911159174,2.608277911159174,5.8856877157144725,90.0,90.0,120.0,1e-05,negative,200.132,96.043,130.934,40.041,-0.000,-0.000,96.045,200.129,130.934,-40.041,-0.000,-0.000,118.898,118.898,296.881,-0.000,-0.000,-0.000,40.040,-40.040,0.002,60.906,0.000,-0.000,-0.000,0.000,0.002,0.002,60.907,40.040,-0.000,0.002,0.000,0.000,40.040,52.040
150,322975e9-c3a3-43dc-b1e9-a2f70bc16708,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,oqmd-1214609,oqmd-1214609,2.608277911159174,2.608277911159174,5.8856877157144725,90.0,90.0,120.0,1e-05,positive,200.111,96.039,130.929,40.039,-0.000,-0.000,96.037,200.114,130.929,-40.039,-0.000,0.000,118.888,118.888,296.864,-0.000,-0.000,0.000,40.040,-40.040,-0.002,60.909,0.000,0.000,0.000,-0.000,-0.002,-0.002,60.907,40.040,0.000,-0.002,-0.000,-0.000,40.040,52.040
171,35bbeade-f6f6-4e80-9771-a5b634457f7a,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,oqmd-1214698,oqmd-1214698,2.7947547166938604,9.015076539427438,4.076860954553025,90.0,90.0,90.0,1e-08,negative,99.386,62.722,128.081,0.000,0.000,0.000,59.588,235.482,30.094,-0.000,0.000,0.000,122.170,27.335,217.465,0.000,0.000,0.000,-0.345,-0.041,-0.098,-19.769,0.000,-0.000,-0.024,-0.003,-0.007,-0.000,85.971,-0.000,-0.160,-0.019,-0.045,-0.000,0.000,-49.959
473,93d8ce20-cc3b-4840-9f45-25efbc3acb15,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,oqmd-1214698,oqmd-1214698,3.48391059147276,8.59771445165183,3.4849586915597794,90.0,90.0,90.0,1e-08,negative,113.770,65.175,126.923,0.000,-0.000,0.000,60.332,226.936,60.284,0.000,-0.000,0.000,126.916,65.119,113.931,0.000,-0.000,0.000,-3.186,0.429,-3.182,-51.434,-0.000,0.000,-3.249,0.438,-3.245,0.000,103.203,0.000,-3.186,0.429,-3.182,0.000,-0.000,-52.529
170,35bbeade-f6f6-4e80-9771-a5b634457f7a,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,oqmd-1214698,oqmd-1214698,2.7947547166938604,9.015076539427438,4.076860954553025,90.0,90.0,90.0,1e-08,positive,99.440,62.729,128.096,-0.000,-0.000,-0.000,59.642,235.488,30.110,0.000,-0.000,-0.000,122.224,27.342,217.481,0.000,-0.000,-0.000,0.345,0.041,0.098,-19.769,-0.000,-0.000,0.024,0.003,0.007,0.000,85.971,-0.000,0.160,0.019,0.045,0.000,-0.000,-49.959
472,93d8ce20-cc3b-4840-9f45-25efbc3acb15,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,oqmd-1214698,oqmd-1214698,3.48391059147276,8.59771445165183,3.4849586915597794,90.0,90.0,90.0,1e-08,positive,120.233,64.304,133.379,-0.000,-0.000,-0.000,66.850,226.058,66.794,0.000,0.000,-0.000,133.378,64.249,120.387,0.000,0.000,-0.000,3.186,-0.429,3.182,-51.434,0.000,0.000,3.249,-0.438,3.245,-0.000,103.203,-0.000,3.186,-0.429,3.182,-0.000,0.000,-52.529
121,2a105198-8e89-46c4-8c60-5477247c9ffa,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,oqmd-1214698,oqmd-1214698,2.7947547166938604,9.015076539427438,4.076860954553025,90.0,90.0,90.0,1e-07,negative,99.407,62.725,128.087,-0.000,0.000,-0.000,59.593,235.483,30.096,-0.000,0.000,0.000,122.185,27.337,217.470,0.000,0.000,0.000,-0.035,-0.004,-0.010,-19.769,0.000,0.000,-0.002,-0.000,-0.001,-0.000,85.971,-0.000,-0.016,-0.002,-0.005,-0.000,0.000,-50.695
165,34e2b2ff-041e-49ca-9064-d4aff186eb01,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,oqmd-1214698,oqmd-1214698,3.48391059147276,8.59771445165183,3.4849586915597794,90.0,90.0,90.0,1e-07,negative,116.682,64.783,129.832,0.000,-0.000,-0.000,63.284,226.539,63.233,0.000,-0.000,0.000,129.828,64.727,116.840,0.000,0.000,0.000,-0.319,0.043,-0.318,-51.465,-0.000,0.000,-0.325,0.044,-0.325,0.000,103.203,0.000,-0.319,0.043,-0.318,0.000,-0.000,-52.559
120,2a105198-8e89-46c4-8c60-5477247c9ffa,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,oqmd-1214698,oqmd-1214698,2.7947547166938604,9.015076539427438,4.076860954553025,90.0,90.0,90.0,1e-07,positive,99.413,62.726,128.089,-0.000,-0.000,-0.000,59.598,235.483,30.097,-0.000,-0.000,-0.000,122.190,27.338,217.471,0.000,-0.000,-0.000,0.035,0.004,0.010,-19.769,-0.000,-0.000,0.002,0.000,0.001,0.000,85.971,-0.000,0.016,0.002,0.005,0.000,-0.000,-50.695
164,34e2b2ff-041e-49ca-9064-d4aff186eb01,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,oqmd-1214698,oqmd-1214698,3.48391059147276,8.59771445165183,3.4849586915597794,90.0,90.0,90.0,1e-07,positive,117.329,64.695,130.478,-0.000,-0.000,0.000,63.930,226.451,63.879,-0.000,0.000,-0.000,130.474,64.640,117.486,-0.000,0.000,-0.000,0.319,-0.043,0.318,-51.465,0.000,-0.000,0.325,-0.044,0.325,-0.000,103.203,-0.000,0.319,-0.043,0.318,-0.000,0.000,-52.559
477,94385165-7c22-4e59-b225-d8fb4364aeae,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,oqmd-1214698,oqmd-1214698,3.48391059147276,8.59771445165183,3.4849586915597794,90.0,90.0,90.0,1e-06,negative,116.974,64.743,130.123,0.000,0.000,-0.000,63.575,226.500,63.524,0.000,0.000,0.000,130.119,64.688,117.131,0.000,-0.000,0.000,-0.032,0.004,-0.032,-51.465,-0.000,-0.000,-0.032,0.004,-0.032,0.000,103.203,-0.000,-0.032,0.004,-0.032,0.000,-0.000,-52.560
575,ad2b6fb6-1e24-4883-a887-a39cbe328d2e,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,oqmd-1214698,oqmd-1214698,2.7947547166938604,9.015076539427438,4.076860954553025,90.0,90.0,90.0,1e-06,negative,99.410,62.725,128.088,-0.000,0.000,0.000,59.595,235.484,30.096,-0.000,0.000,0.000,122.188,27.338,217.471,0.000,0.000,0.000,-4453614.252,-5332458.404,3044248.351,-5755278.377,0.000,0.000,-0.000,-0.000,0.000,0.000,85.971,-0.000,-0.002,-0.001,-0.001,-0.000,0.000,-50.702
476,94385165-7c22-4e59-b225-d8fb4364aeae,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,oqmd-1214698,oqmd-1214698,3.48391059147276,8.59771445165183,3.4849586915597794,90.0,90.0,90.0,1e-06,positive,117.038,64.734,130.186,-0.000,0.000,-0.000,63.639,226.490,63.588,-0.000,0.000,-0.000,130.183,64.679,117.195,-0.000,-0.000,0.000,0.032,-0.004,0.032,-51.465,0.000,0.000,0.032,-0.004,0.032,-0.000,103.203,-0.000,0.032,-0.004,0.032,-0.000,0.000,-52.560
