,calc_key,potential_LAMMPS_key,potential_LAMMPS_id,potential_key,potential_id,composition,prototype,family,a,b,c,alpha,beta,gamma,strainrange,straindirection,C11,C12,C13,C14,C15,C16,C21,C22,C23,C24,C25,C26,C31,C32,C33,C34,C35,C36,C41,C42,C43,C44,C45,C46,C51,C52,C53,C54,C55,C56,C61,C62,C63,C64,C65,C66
447,8fdbaac6-ff45-449f-a9e4-f4da7009f2ef,274c2811-3b80-4aa6-82ca-d2bdfecbd442,2003--Mendelev-M-I--Fe-2--LAMMPS--ipr3,06bf7ccd-ea6a-4744-bfbc-adefa5bcdd60,2003--Mendelev-M-I-Han-S-Srolovitz-D-J-et-al--Fe-2,Fe,A4--C--dc,A4--C--dc,5.4137348164631005,5.4137348164631005,5.4137348164631005,90.0,90.0,90.0,1e-08,negative,41.074,51.565,51.565,0.000,0.000,0.000,51.565,41.074,51.565,0.000,0.000,0.000,51.565,51.565,41.074,0.000,0.000,0.000,0.000,-0.000,-0.000,-15.913,0.000,0.000,0.000,-0.000,-0.000,0.000,-15.913,0.000,0.000,-0.000,-0.000,0.000,0.000,-15.913
446,8fdbaac6-ff45-449f-a9e4-f4da7009f2ef,274c2811-3b80-4aa6-82ca-d2bdfecbd442,2003--Mendelev-M-I--Fe-2--LAMMPS--ipr3,06bf7ccd-ea6a-4744-bfbc-adefa5bcdd60,2003--Mendelev-M-I-Han-S-Srolovitz-D-J-et-al--Fe-2,Fe,A4--C--dc,A4--C--dc,5.4137348164631005,5.4137348164631005,5.4137348164631005,90.0,90.0,90.0,1e-08,positive,41.074,51.565,51.565,-0.000,-0.000,-0.000,51.565,41.074,51.565,-0.000,-0.000,-0.000,51.565,51.565,41.074,-0.000,-0.000,-0.000,-0.000,0.000,0.000,-15.913,-0.000,-0.000,-0.000,0.000,0.000,-0.000,-15.913,-0.000,-0.000,0.000,0.000,-0.000,-0.000,-15.913
555,a7771908-f0ab-4fd5-8603-22c5d047e1b5,274c2811-3b80-4aa6-82ca-d2bdfecbd442,2003--Mendelev-M-I--Fe-2--LAMMPS--ipr3,06bf7ccd-ea6a-4744-bfbc-adefa5bcdd60,2003--Mendelev-M-I-Han-S-Srolovitz-D-J-et-al--Fe-2,Fe,A4--C--dc,A4--C--dc,5.4137348164631005,5.4137348164631005,5.4137348164631005,90.0,90.0,90.0,1e-07,negative,41.074,51.565,51.565,0.000,0.000,0.000,51.565,41.074,51.565,0.000,0.000,0.000,51.565,51.565,41.074,0.000,0.000,0.000,-0.000,-0.000,-0.000,-15.913,0.000,0.000,-0.000,-0.000,-0.000,0.000,-15.913,0.000,-0.000,-0.000,-0.000,0.000,0.000,-15.913
554,a7771908-f0ab-4fd5-8603-22c5d047e1b5,274c2811-3b80-4aa6-82ca-d2bdfecbd442,2003--Mendelev-M-I--Fe-2--LAMMPS--ipr3,06bf7ccd-ea6a-4744-bfbc-adefa5bcdd60,2003--Mendelev-M-I-Han-S-Srolovitz-D-J-et-al--Fe-2,Fe,A4--C--dc,A4--C--dc,5.4137348164631005,5.4137348164631005,5.4137348164631005,90.0,90.0,90.0,1e-07,positive,41.074,51.565,51.565,-0.000,-0.000,-0.000,51.565,41.074,51.565,-0.000,-0.000,-0.000,51.565,51.565,41.074,-0.000,-0.000,-0.000,0.000,0.000,0.000,-15.913,-0.000,-0.000,0.000,0.000,0.000,-0.000,-15.913,-0.000,0.000,0.000,0.000,-0.000,-0.000,-15.913
583,b12b6918-a673-4d82-a566-81bd2898449f,274c2811-3b80-4aa6-82ca-d2bdfecbd442,2003--Mendelev-M-I--Fe-2--LAMMPS--ipr3,06bf7ccd-ea6a-4744-bfbc-adefa5bcdd60,2003--Mendelev-M-I-Han-S-Srolovitz-D-J-et-al--Fe-2,Fe,A4--C--dc,A4--C--dc,5.4137348164631005,5.4137348164631005,5.4137348164631005,90.0,90.0,90.0,1e-06,negative,41.074,51.565,51.565,0.000,0.000,0.000,51.565,41.074,51.565,0.000,0.000,0.000,51.565,51.565,41.074,0.000,0.000,0.000,-0.000,-0.000,-0.000,-15.913,0.000,0.000,-0.000,-0.000,-0.000,0.000,-15.913,0.000,-0.000,-0.000,-0.000,0.000,0.000,-15.913
582,b12b6918-a673-4d82-a566-81bd2898449f,274c2811-3b80-4aa6-82ca-d2bdfecbd442,2003--Mendelev-M-I--Fe-2--LAMMPS--ipr3,06bf7ccd-ea6a-4744-bfbc-adefa5bcdd60,2003--Mendelev-M-I-Han-S-Srolovitz-D-J-et-al--Fe-2,Fe,A4--C--dc,A4--C--dc,5.4137348164631005,5.4137348164631005,5.4137348164631005,90.0,90.0,90.0,1e-06,positive,41.074,51.564,51.564,-0.000,-0.000,-0.000,51.564,41.074,51.564,-0.000,-0.000,-0.000,51.564,51.564,41.074,-0.000,-0.000,-0.000,0.000,0.000,0.000,-15.913,-0.000,-0.000,0.000,0.000,0.000,-0.000,-15.913,-0.000,0.000,0.000,0.000,-0.000,-0.000,-15.913
481,949c179d-fdd6-4278-9665-4be2ffd05f1d,274c2811-3b80-4aa6-82ca-d2bdfecbd442,2003--Mendelev-M-I--Fe-2--LAMMPS--ipr3,06bf7ccd-ea6a-4744-bfbc-adefa5bcdd60,2003--Mendelev-M-I-Han-S-Srolovitz-D-J-et-al--Fe-2,Fe,A4--C--dc,A4--C--dc,5.4137348164631005,5.4137348164631005,5.4137348164631005,90.0,90.0,90.0,1e-05,negative,41.074,51.566,51.566,0.000,0.000,0.000,51.566,41.074,51.566,0.000,0.000,0.000,51.566,51.566,41.074,0.000,0.000,0.000,-0.001,-0.000,-0.000,-15.913,0.000,0.000,-0.000,-0.001,-0.000,0.000,-15.913,0.000,-0.000,-0.000,-0.001,0.000,0.000,-15.913
480,949c179d-fdd6-4278-9665-4be2ffd05f1d,274c2811-3b80-4aa6-82ca-d2bdfecbd442,2003--Mendelev-M-I--Fe-2--LAMMPS--ipr3,06bf7ccd-ea6a-4744-bfbc-adefa5bcdd60,2003--Mendelev-M-I-Han-S-Srolovitz-D-J-et-al--Fe-2,Fe,A4--C--dc,A4--C--dc,5.4137348164631005,5.4137348164631005,5.4137348164631005,90.0,90.0,90.0,1e-05,positive,41.075,51.563,51.563,-0.000,-0.000,-0.000,51.563,41.075,51.563,-0.000,-0.000,-0.000,51.563,51.563,41.075,-0.000,-0.000,-0.000,0.001,0.000,0.000,-15.913,-0.000,-0.000,0.000,0.001,0.000,-0.000,-15.913,-0.000,0.000,0.000,0.001,-0.000,-0.000,-15.913
383,7b9489bb-5f4f-4a9b-8fef-06eabccd6bad,274c2811-3b80-4aa6-82ca-d2bdfecbd442,2003--Mendelev-M-I--Fe-2--LAMMPS--ipr3,06bf7ccd-ea6a-4744-bfbc-adefa5bcdd60,2003--Mendelev-M-I-Han-S-Srolovitz-D-J-et-al--Fe-2,Fe,A5--beta-Sn,A5--beta-Sn,4.666956445589331,4.666956445589331,2.43024770613356,90.0,90.0,90.0,1e-08,negative,198.121,-41.882,58.971,0.000,0.000,-0.000,-41.882,198.121,58.971,0.000,0.000,-0.000,58.971,58.971,310.832,0.000,0.000,-0.000,-0.000,-0.000,-0.000,24.515,-0.000,-0.000,-0.000,-0.000,-0.000,0.000,24.515,0.000,-0.000,-0.000,-0.000,0.000,-0.000,-78.856
382,7b9489bb-5f4f-4a9b-8fef-06eabccd6bad,274c2811-3b80-4aa6-82ca-d2bdfecbd442,2003--Mendelev-M-I--Fe-2--LAMMPS--ipr3,06bf7ccd-ea6a-4744-bfbc-adefa5bcdd60,2003--Mendelev-M-I-Han-S-Srolovitz-D-J-et-al--Fe-2,Fe,A5--beta-Sn,A5--beta-Sn,4.666956445589331,4.666956445589331,2.43024770613356,90.0,90.0,90.0,1e-08,positive,198.121,-41.882,58.971,-0.000,-0.000,-0.000,-41.882,198.121,58.971,-0.000,-0.000,0.000,58.971,58.971,310.832,-0.000,0.000,-0.000,0.000,0.000,0.000,24.515,-0.000,-0.000,0.000,0.000,0.000,-0.000,24.515,0.000,0.000,0.000,0.000,-0.000,0.000,-78.856
597,b6e3f78d-05f2-4aea-b935-3987f49d1213,274c2811-3b80-4aa6-82ca-d2bdfecbd442,2003--Mendelev-M-I--Fe-2--LAMMPS--ipr3,06bf7ccd-ea6a-4744-bfbc-adefa5bcdd60,2003--Mendelev-M-I-Han-S-Srolovitz-D-J-et-al--Fe-2,Fe,A5--beta-Sn,A5--beta-Sn,4.666956445589331,4.666956445589331,2.43024770613356,90.0,90.0,90.0,1e-07,negative,198.121,-41.882,58.971,0.000,0.000,-0.000,-41.882,198.121,58.971,0.000,0.000,-0.000,58.971,58.971,310.832,0.000,-0.000,-0.000,-0.000,-0.000,-0.000,24.515,-0.000,0.000,-0.000,-0.000,-0.000,0.000,24.515,0.000,-0.000,-0.000,-0.000,0.000,0.000,-78.856
596,b6e3f78d-05f2-4aea-b935-3987f49d1213,274c2811-3b80-4aa6-82ca-d2bdfecbd442,2003--Mendelev-M-I--Fe-2--LAMMPS--ipr3,06bf7ccd-ea6a-4744-bfbc-adefa5bcdd60,2003--Mendelev-M-I-Han-S-Srolovitz-D-J-et-al--Fe-2,Fe,A5--beta-Sn,A5--beta-Sn,4.666956445589331,4.666956445589331,2.43024770613356,90.0,90.0,90.0,1e-07,positive,198.121,-41.882,58.971,-0.000,-0.000,0.000,-41.882,198.121,58.971,-0.000,-0.000,0.000,58.971,58.971,310.832,-0.000,0.000,0.000,0.000,0.000,0.000,24.515,-0.000,-0.000,0.000,0.000,0.000,-0.000,24.515,0.000,0.000,0.000,0.000,-0.000,-0.000,-78.856
545,a580c16e-2bc7-4483-8f84-64daa03ba0cb,274c2811-3b80-4aa6-82ca-d2bdfecbd442,2003--Mendelev-M-I--Fe-2--LAMMPS--ipr3,06bf7ccd-ea6a-4744-bfbc-adefa5bcdd60,2003--Mendelev-M-I-Han-S-Srolovitz-D-J-et-al--Fe-2,Fe,A5--beta-Sn,A5--beta-Sn,4.666956445589331,4.666956445589331,2.43024770613356,90.0,90.0,90.0,1e-06,negative,198.120,-41.883,58.971,0.000,0.000,-0.000,-41.883,198.120,58.971,0.000,0.000,-0.000,58.971,58.971,310.832,0.000,0.000,-0.000,-0.000,-0.000,-0.000,24.515,-0.000,-0.000,-0.000,-0.000,-0.000,0.000,24.515,-0.000,-0.000,-0.001,-0.000,0.000,-0.000,-78.856
544,a580c16e-2bc7-4483-8f84-64daa03ba0cb,274c2811-3b80-4aa6-82ca-d2bdfecbd442,2003--Mendelev-M-I--Fe-2--LAMMPS--ipr3,06bf7ccd-ea6a-4744-bfbc-adefa5bcdd60,2003--Mendelev-M-I-Han-S-Srolovitz-D-J-et-al--Fe-2,Fe,A5--beta-Sn,A5--beta-Sn,4.666956445589331,4.666956445589331,2.43024770613356,90.0,90.0,90.0,1e-06,positive,198.122,-41.882,58.971,-0.000,-0.000,0.000,-41.882,198.122,58.971,-0.000,-0.000,-0.000,58.971,58.971,310.831,-0.000,-0.000,-0.000,0.000,0.000,0.000,24.515,0.000,-0.000,0.000,0.000,0.000,-0.000,24.515,0.000,0.000,0.001,0.000,-0.000,-0.000,-78.856
63,1b21872d-0a9f-4f7c-b43a-5e546232a611,274c2811-3b80-4aa6-82ca-d2bdfecbd442,2003--Mendelev-M-I--Fe-2--LAMMPS--ipr3,06bf7ccd-ea6a-4744-bfbc-adefa5bcdd60,2003--Mendelev-M-I-Han-S-Srolovitz-D-J-et-al--Fe-2,Fe,A5--beta-Sn,A5--beta-Sn,4.666956445589331,4.666956445589331,2.43024770613356,90.0,90.0,90.0,1e-05,negative,198.113,-41.887,58.970,0.000,0.000,0.000,-41.887,198.113,58.970,0.000,0.000,-0.000,58.972,58.972,310.832,0.000,0.000,-0.000,-0.002,-0.002,-0.002,24.515,0.000,-0.000,-0.002,-0.002,-0.002,0.000,24.515,0.000,-0.003,-0.006,-0.002,0.000,-0.000,-78.856
62,1b21872d-0a9f-4f7c-b43a-5e546232a611,274c2811-3b80-4aa6-82ca-d2bdfecbd442,2003--Mendelev-M-I--Fe-2--LAMMPS--ipr3,06bf7ccd-ea6a-4744-bfbc-adefa5bcdd60,2003--Mendelev-M-I-Han-S-Srolovitz-D-J-et-al--Fe-2,Fe,A5--beta-Sn,A5--beta-Sn,4.666956445589331,4.666956445589331,2.43024770613356,90.0,90.0,90.0,1e-05,positive,198.129,-41.877,58.972,-0.000,0.000,-0.000,-41.877,198.129,58.972,-0.000,-0.000,0.000,58.971,58.971,310.831,-0.000,-0.000,0.000,0.002,0.002,0.002,24.515,-0.000,-0.000,0.002,0.002,0.002,-0.000,24.515,0.000,0.003,0.006,0.002,-0.000,-0.000,-78.856
9,0277e0bd-8e45-429d-a2f1-3c7a63dc4380,274c2811-3b80-4aa6-82ca-d2bdfecbd442,2003--Mendelev-M-I--Fe-2--LAMMPS--ipr3,06bf7ccd-ea6a-4744-bfbc-adefa5bcdd60,2003--Mendelev-M-I-Han-S-Srolovitz-D-J-et-al--Fe-2,Fe,A6--In--bct,oqmd-1215683,2.6143513411280503,2.6143513411280503,3.56890688905904,90.0,90.0,90.0,1e-08,negative,74.779,75.666,60.368,-0.000,-0.000,-0.000,75.666,74.779,60.368,-0.000,-0.000,-0.000,60.368,60.368,18.603,-0.000,0.000,-0.000,0.000,0.000,0.000,29.784,-0.000,-0.000,0.000,0.000,0.000,-0.000,29.784,-0.000,-0.000,-0.000,0.000,-0.000,0.000,45.127
8,0277e0bd-8e45-429d-a2f1-3c7a63dc4380,274c2811-3b80-4aa6-82ca-d2bdfecbd442,2003--Mendelev-M-I--Fe-2--LAMMPS--ipr3,06bf7ccd-ea6a-4744-bfbc-adefa5bcdd60,2003--Mendelev-M-I-Han-S-Srolovitz-D-J-et-al--Fe-2,Fe,A6--In--bct,oqmd-1215683,2.6143513411280503,2.6143513411280503,3.56890688905904,90.0,90.0,90.0,1e-08,positive,74.779,75.666,60.368,0.000,-0.000,0.000,75.666,74.779,60.368,0.000,-0.000,-0.000,60.368,60.368,18.603,0.000,-0.000,0.000,-0.000,-0.000,-0.000,29.784,-0.000,0.000,-0.000,-0.000,-0.000,0.000,29.784,0.000,0.000,0.000,-0.000,0.000,-0.000,45.127
433,8cf8d5ed-ef7a-42e3-9211-29047f2b0078,274c2811-3b80-4aa6-82ca-d2bdfecbd442,2003--Mendelev-M-I--Fe-2--LAMMPS--ipr3,06bf7ccd-ea6a-4744-bfbc-adefa5bcdd60,2003--Mendelev-M-I-Han-S-Srolovitz-D-J-et-al--Fe-2,Fe,A6--In--bct,oqmd-1215683,2.6143513411280503,2.6143513411280503,3.56890688905904,90.0,90.0,90.0,1e-07,negative,74.779,75.666,60.368,0.000,-0.000,-0.000,75.666,74.779,60.368,-0.000,0.000,-0.000,60.368,60.368,18.603,-0.000,0.000,0.000,0.000,0.000,0.000,29.784,-0.000,0.000,0.000,0.000,0.000,-0.000,29.784,-0.000,-0.000,-0.000,0.000,-0.000,0.000,45.127
432,8cf8d5ed-ef7a-42e3-9211-29047f2b0078,274c2811-3b80-4aa6-82ca-d2bdfecbd442,2003--Mendelev-M-I--Fe-2--LAMMPS--ipr3,06bf7ccd-ea6a-4744-bfbc-adefa5bcdd60,2003--Mendelev-M-I-Han-S-Srolovitz-D-J-et-al--Fe-2,Fe,A6--In--bct,oqmd-1215683,2.6143513411280503,2.6143513411280503,3.56890688905904,90.0,90.0,90.0,1e-07,positive,74.779,75.666,60.368,0.000,0.000,0.000,75.666,74.779,60.368,0.000,-0.000,0.000,60.368,60.368,18.603,0.000,0.000,0.000,-0.000,-0.000,-0.000,29.784,0.000,0.000,-0.000,-0.000,-0.000,0.000,29.784,0.000,0.000,0.000,-0.000,0.000,-0.000,45.127
755,ec4fa324-d228-4829-8f31-b58b4c2141d0,274c2811-3b80-4aa6-82ca-d2bdfecbd442,2003--Mendelev-M-I--Fe-2--LAMMPS--ipr3,06bf7ccd-ea6a-4744-bfbc-adefa5bcdd60,2003--Mendelev-M-I-Han-S-Srolovitz-D-J-et-al--Fe-2,Fe,A6--In--bct,oqmd-1215683,2.6143513411280503,2.6143513411280503,3.56890688905904,90.0,90.0,90.0,1e-06,negative,74.778,75.666,60.368,-0.000,0.000,-0.000,75.666,74.778,60.368,-0.000,0.000,-0.000,60.368,60.368,18.603,-0.000,0.000,-0.000,0.000,0.000,0.001,29.784,0.000,0.000,0.000,0.000,0.001,-0.000,29.784,-0.000,-0.000,-0.000,0.000,-0.000,0.000,45.127
754,ec4fa324-d228-4829-8f31-b58b4c2141d0,274c2811-3b80-4aa6-82ca-d2bdfecbd442,2003--Mendelev-M-I--Fe-2--LAMMPS--ipr3,06bf7ccd-ea6a-4744-bfbc-adefa5bcdd60,2003--Mendelev-M-I-Han-S-Srolovitz-D-J-et-al--Fe-2,Fe,A6--In--bct,oqmd-1215683,2.6143513411280503,2.6143513411280503,3.56890688905904,90.0,90.0,90.0,1e-06,positive,74.781,75.666,60.367,-0.000,-0.000,0.000,75.666,74.781,60.367,0.000,-0.000,0.000,60.367,60.367,18.604,0.000,-0.000,-0.000,-0.000,-0.000,-0.001,29.784,0.000,0.000,-0.000,-0.000,-0.001,0.000,29.784,0.000,0.000,0.000,-0.000,0.000,-0.000,45.127
717,de899f00-ab6b-4967-bf2d-33a104d200d7,274c2811-3b80-4aa6-82ca-d2bdfecbd442,2003--Mendelev-M-I--Fe-2--LAMMPS--ipr3,06bf7ccd-ea6a-4744-bfbc-adefa5bcdd60,2003--Mendelev-M-I-Han-S-Srolovitz-D-J-et-al--Fe-2,Fe,A6--In--bct,oqmd-1215683,2.6143513411280503,2.6143513411280503,3.56890688905904,90.0,90.0,90.0,1e-05,negative,74.764,75.664,60.371,-0.000,0.000,-0.000,75.664,74.764,60.371,-0.000,0.000,-0.000,60.375,60.375,18.599,-0.000,0.000,0.000,0.004,0.002,0.007,29.784,-0.000,-0.000,0.002,0.004,0.007,-0.000,29.784,-0.000,-0.003,-0.003,0.004,-0.000,-0.000,45.127
716,de899f00-ab6b-4967-bf2d-33a104d200d7,274c2811-3b80-4aa6-82ca-d2bdfecbd442,2003--Mendelev-M-I--Fe-2--LAMMPS--ipr3,06bf7ccd-ea6a-4744-bfbc-adefa5bcdd60,2003--Mendelev-M-I-Han-S-Srolovitz-D-J-et-al--Fe-2,Fe,A6--In--bct,oqmd-1215683,2.6143513411280503,2.6143513411280503,3.56890688905904,90.0,90.0,90.0,1e-05,positive,74.794,75.668,60.364,-0.000,-0.000,-0.000,75.668,74.794,60.364,-0.000,0.000,-0.000,60.360,60.360,18.607,-0.000,-0.000,0.000,-0.004,-0.002,-0.007,29.784,-0.000,-0.000,-0.002,-0.004,-0.007,-0.000,29.784,0.000,0.003,0.003,-0.004,0.000,-0.000,45.127
771,efe34e80-581b-4131-937e-0b9f284560e5,274c2811-3b80-4aa6-82ca-d2bdfecbd442,2003--Mendelev-M-I--Fe-2--LAMMPS--ipr3,06bf7ccd-ea6a-4744-bfbc-adefa5bcdd60,2003--Mendelev-M-I-Han-S-Srolovitz-D-J-et-al--Fe-2,Fe,A7--alpha-As,A7--alpha-As,3.4247578434764927,3.4247578434764927,9.05430045121135,90.0,90.0,120.0,1e-08,negative,-75.380,-17.084,83.766,-56.228,-0.000,0.000,-17.084,-75.380,83.766,56.228,0.000,0.000,75.134,75.134,47.057,0.000,0.000,0.000,-56.228,56.228,-0.000,54.074,-0.000,-0.000,0.000,0.000,-0.000,-0.000,54.074,-56.228,0.000,-0.000,-0.000,-0.000,-56.228,-29.148
770,efe34e80-581b-4131-937e-0b9f284560e5,274c2811-3b80-4aa6-82ca-d2bdfecbd442,2003--Mendelev-M-I--Fe-2--LAMMPS--ipr3,06bf7ccd-ea6a-4744-bfbc-adefa5bcdd60,2003--Mendelev-M-I-Han-S-Srolovitz-D-J-et-al--Fe-2,Fe,A7--alpha-As,A7--alpha-As,3.4247578434764927,3.4247578434764927,9.05430045121135,90.0,90.0,120.0,1e-08,positive,-75.380,-17.084,83.766,-56.228,-0.000,-0.000,-17.084,-75.380,83.766,56.228,0.000,-0.000,75.134,75.134,47.057,0.000,-0.000,-0.000,-56.228,56.228,0.000,54.074,-0.000,-0.000,-0.000,-0.000,0.000,0.000,54.074,-56.228,-0.000,0.000,0.000,0.000,-56.228,-29.148
13,02fa16e2-99a2-43de-a13d-63105268f27b,274c2811-3b80-4aa6-82ca-d2bdfecbd442,2003--Mendelev-M-I--Fe-2--LAMMPS--ipr3,06bf7ccd-ea6a-4744-bfbc-adefa5bcdd60,2003--Mendelev-M-I-Han-S-Srolovitz-D-J-et-al--Fe-2,Fe,A7--alpha-As,A7--alpha-As,3.4247578434764927,3.4247578434764927,9.05430045121135,90.0,90.0,120.0,1e-07,negative,-75.380,-17.084,83.766,-56.228,0.000,0.000,-17.084,-75.380,83.766,56.228,-0.000,-0.000,75.134,75.134,47.057,-0.000,0.000,0.000,-56.228,56.228,-0.000,54.074,0.000,0.000,-0.000,-0.000,-0.000,-0.000,54.074,-56.228,-0.000,-0.000,-0.000,-0.000,-56.228,-29.148
12,02fa16e2-99a2-43de-a13d-63105268f27b,274c2811-3b80-4aa6-82ca-d2bdfecbd442,2003--Mendelev-M-I--Fe-2--LAMMPS--ipr3,06bf7ccd-ea6a-4744-bfbc-adefa5bcdd60,2003--Mendelev-M-I-Han-S-Srolovitz-D-J-et-al--Fe-2,Fe,A7--alpha-As,A7--alpha-As,3.4247578434764927,3.4247578434764927,9.05430045121135,90.0,90.0,120.0,1e-07,positive,-75.380,-17.084,83.766,-56.228,-0.000,0.000,-17.084,-75.380,83.766,56.228,-0.000,0.000,75.134,75.134,47.057,-0.000,0.000,-0.000,-56.228,56.228,0.000,54.074,0.000,0.000,0.000,0.000,0.000,0.000,54.074,-56.228,0.000,0.000,0.000,0.000,-56.228,-29.148
349,6c3ed6da-3feb-4fd0-b46b-4ca06d3c8549,274c2811-3b80-4aa6-82ca-d2bdfecbd442,2003--Mendelev-M-I--Fe-2--LAMMPS--ipr3,06bf7ccd-ea6a-4744-bfbc-adefa5bcdd60,2003--Mendelev-M-I-Han-S-Srolovitz-D-J-et-al--Fe-2,Fe,A7--alpha-As,A7--alpha-As,3.4247578434764927,3.4247578434764927,9.05430045121135,90.0,90.0,120.0,1e-06,negative,-75.382,-17.085,83.766,-56.228,-0.000,-0.000,-17.085,-75.381,83.766,56.228,0.000,-0.000,75.134,75.134,47.056,-0.000,0.000,-0.000,-56.228,56.228,-0.000,54.074,0.000,0.000,-0.000,-0.000,-0.000,-0.000,54.074,-56.228,-0.000,-0.000,-0.000,-0.000,-56.228,-29.148
348,6c3ed6da-3feb-4fd0-b46b-4ca06d3c8549,274c2811-3b80-4aa6-82ca-d2bdfecbd442,2003--Mendelev-M-I--Fe-2--LAMMPS--ipr3,06bf7ccd-ea6a-4744-bfbc-adefa5bcdd60,2003--Mendelev-M-I-Han-S-Srolovitz-D-J-et-al--Fe-2,Fe,A7--alpha-As,A7--alpha-As,3.4247578434764927,3.4247578434764927,9.05430045121135,90.0,90.0,120.0,1e-06,positive,-75.379,-17.084,83.766,-56.228,0.000,-0.000,-17.084,-75.379,83.766,56.228,-0.000,-0.000,75.135,75.135,47.059,-0.000,-0.000,-0.000,-56.228,56.229,0.000,54.074,0.000,-0.000,0.000,0.000,0.000,0.000,54.074,-56.228,0.000,0.000,0.000,0.000,-56.228,-29.148
687,d89206f8-42d6-46e2-a90a-491f5bf13162,274c2811-3b80-4aa6-82ca-d2bdfecbd442,2003--Mendelev-M-I--Fe-2--LAMMPS--ipr3,06bf7ccd-ea6a-4744-bfbc-adefa5bcdd60,2003--Mendelev-M-I-Han-S-Srolovitz-D-J-et-al--Fe-2,Fe,A7--alpha-As,A7--alpha-As,3.4247578434764927,3.4247578434764927,9.05430045121135,90.0,90.0,120.0,1e-05,negative,-75.393,-17.086,83.766,-56.230,0.000,-0.000,-17.088,-75.390,83.766,56.230,0.000,0.000,75.133,75.133,47.042,-0.000,0.000,-0.000,-56.229,56.226,-0.003,54.075,0.000,0.000,-0.002,-0.000,-0.003,-0.001,54.074,-56.228,-0.001,-0.003,-0.000,-0.001,-56.228,-29.148
686,d89206f8-42d6-46e2-a90a-491f5bf13162,274c2811-3b80-4aa6-82ca-d2bdfecbd442,2003--Mendelev-M-I--Fe-2--LAMMPS--ipr3,06bf7ccd-ea6a-4744-bfbc-adefa5bcdd60,2003--Mendelev-M-I-Han-S-Srolovitz-D-J-et-al--Fe-2,Fe,A7--alpha-As,A7--alpha-As,3.4247578434764927,3.4247578434764927,9.05430045121135,90.0,90.0,120.0,1e-05,positive,-75.368,-17.083,83.766,-56.227,-0.000,0.000,-17.081,-75.370,83.766,56.227,-0.000,0.000,75.136,75.136,47.072,-0.000,-0.000,-0.000,-56.228,56.230,0.003,54.073,-0.000,0.000,0.002,0.000,0.003,0.001,54.074,-56.228,0.001,0.003,0.000,0.001,-56.228,-29.148
637,c7f281e1-36e4-4562-afb7-73cf16832fc7,274c2811-3b80-4aa6-82ca-d2bdfecbd442,2003--Mendelev-M-I--Fe-2--LAMMPS--ipr3,06bf7ccd-ea6a-4744-bfbc-adefa5bcdd60,2003--Mendelev-M-I-Han-S-Srolovitz-D-J-et-al--Fe-2,Fe,Ah--alpha-Po--sc,Ah--alpha-Po--sc,2.2421368893474867,2.2421368893474867,2.2421368893474867,90.0,90.0,90.0,1e-08,negative,672.454,7.859,7.859,-0.000,-0.000,-0.000,7.859,672.454,7.859,-0.000,0.000,-0.000,7.859,7.859,672.454,0.000,0.000,-0.000,-0.000,0.000,-0.000,-25.767,-0.000,0.000,0.000,-0.000,-0.000,-0.000,-25.767,-0.000,0.000,-0.000,-0.000,-0.000,0.000,-25.767
636,c7f281e1-36e4-4562-afb7-73cf16832fc7,274c2811-3b80-4aa6-82ca-d2bdfecbd442,2003--Mendelev-M-I--Fe-2--LAMMPS--ipr3,06bf7ccd-ea6a-4744-bfbc-adefa5bcdd60,2003--Mendelev-M-I-Han-S-Srolovitz-D-J-et-al--Fe-2,Fe,Ah--alpha-Po--sc,Ah--alpha-Po--sc,2.2421368893474867,2.2421368893474867,2.2421368893474867,90.0,90.0,90.0,1e-08,positive,672.454,7.859,7.859,0.000,-0.000,-0.000,7.859,672.454,7.859,-0.000,0.000,0.000,7.859,7.859,672.454,0.000,-0.000,-0.000,0.000,-0.000,0.000,-25.767,0.000,0.000,-0.000,0.000,0.000,0.000,-25.767,0.000,-0.000,0.000,0.000,-0.000,-0.000,-25.767
387,7c946b5f-14e2-4666-bd6a-b8e1404e1c73,274c2811-3b80-4aa6-82ca-d2bdfecbd442,2003--Mendelev-M-I--Fe-2--LAMMPS--ipr3,06bf7ccd-ea6a-4744-bfbc-adefa5bcdd60,2003--Mendelev-M-I-Han-S-Srolovitz-D-J-et-al--Fe-2,Fe,Ah--alpha-Po--sc,Ah--alpha-Po--sc,2.2421368893474867,2.2421368893474867,2.2421368893474867,90.0,90.0,90.0,1e-07,negative,672.455,7.859,7.859,-0.000,-0.000,-0.000,7.859,672.455,7.859,-0.000,-0.000,-0.000,7.859,7.859,672.455,-0.000,-0.000,0.000,0.000,0.000,0.000,-25.767,-0.000,0.000,0.000,0.000,0.000,0.000,-25.767,-0.000,0.000,0.000,0.000,-0.000,0.000,-25.767
