E_coh_mean,E_coh_std,a_mean,a_std,b_mean,b_std,c_mean,c_std,composition,num_lammps,num_lammps_1_std,num_lammps_2_std,num_lammps_3_std,num_refine,num_refine_1_std,num_refine_2_std,num_refine_3_std,potential_id,prototype
0.649048769,0.649048769,6.382830249,0.752752987,6.302459594,0.699472606,6.329544759,0.785540047,AlU3,10,0,5,5,10,0,5,5,2015--Pascuet-M-I--Al-U,A15--Cr3Si
0.030916123,0.030916123,4.595992334,0.034921573,4.633129472,0.024956101,4.554444662,0.029174374,Cu,5,0,0,0,5,0,0,0,2006--Williams-P-L--Cu-Ag,A4--C--dc
3.88E-06,3.88E-06,6.83286017,0.001569317,6.832860176,0.001569284,6.832860176,0.001569284,HgSe2,5,0,0,0,5,0,0,0,2013--Zhou-X-W--Zn-Cd-Hg-S-Se-Te,C1--CaF2--fluorite
0.02152159,0.02152159,4.472171793,0.03420075,4.53900444,0.02022516,4.496014723,0.010645953,Ni,5,0,0,0,5,0,0,0,2009--Bonny-G--Fe-Cu-Ni,A4--C--dc
8.42E-06,8.42E-06,2.620579163,0.001703848,4.538976256,0.002951152,4.145382669,0.003208383,Fe,5,0,0,0,5,5,5,5,2003--Mendelev-M-I--Fe-2,A3--Mg--hcp
3.47E-05,3.47E-05,3.130412015,0.001389371,3.130412015,0.001389371,3.130412015,0.001389371,Al,5,5,5,5,5,5,5,5,1998--Liu-X-Y--Al-Mg,A2--W--bcc
7.16E-06,7.16E-06,2.565709723,0.000625015,4.443939597,0.001082558,8.379213008,0.002041406,Fe,5,5,5,5,5,5,5,5,2004--Zhou-X-W--Fe,A3'--alpha-La--double-hcp
1.07E-07,1.07E-07,5.251089548,5.041435979,9.095153891,8.732023259,19.1832488,38.73460836,Nb,15,15,15,15,5,5,5,5,2010--Fellinger-M-R--Nb,A7--alpha-As
2.14E-05,2.14E-05,4.050001873,0.001331704,4.050001873,0.001331704,4.050001873,0.001331704,Al,5,5,5,5,5,5,5,5,2015--Pascuet-M-I--Al-U,A1--Cu--fcc
2.05E-05,2.05E-05,2.268947135,0.000584939,2.268947135,0.000584939,3.485323601,0.00418878,H,5,0,0,0,5,5,5,5,2008--Zhou-X-W--Pd-H,A6--In--bct
6.10E-06,6.10E-06,2.557993581,0.000462011,4.430574848,0.000800226,8.305817339,0.001754766,Fe,5,5,5,5,5,5,5,5,2009--Kim-H-K--Fe-Ti-C,A3'--alpha-La--double-hcp
1.82E-05,1.82E-05,3.906454442,0.001793376,3.906454442,0.001793376,4.152105849,0.002744448,AlTi,10,0,0,0,10,10,10,10,1996--Farkas-D--Nb-Ti-Al,L1_0--AuCu
0.478655582,0.478655582,7.300640417,1.535238868,7.297474071,1.457971939,7.36604648,2.17386402,CdHgZn2,10,10,10,10,10,10,10,10,2013--Zhou-X-W--Zn-Cd-Hg-S-Se-Te,L2_1--AlCu2Mn--heusler
7.22E-05,7.22E-05,2.898300357,0.00156672,2.898269732,0.00119462,2.898305836,0.001671947,C,5,0,0,0,5,0,0,0,2009--Kim-H-K--Fe-Ti-C,Ah--alpha-Po--sc
9.72E-06,9.72E-06,2.602184493,0.000565129,4.507115753,0.000978832,4.249349483,0.000922851,Fe,5,5,5,5,5,5,5,5,1997--Ackland-G-J--Fe,A3--Mg--hcp
1.08E-05,1.08E-05,3.525530275,0.000785303,3.525530275,0.000785303,3.525530275,0.000785303,AlNi3,5,5,5,5,5,5,5,5,2002--Mishin-Y--Ni-Al,L1_2--AuCu3
1.55E-05,1.55E-05,3.635374112,0.001074147,3.635374112,0.001074147,3.625509076,0.0015188,CoNi,10,0,0,0,10,10,10,10,2015--Purja-Pun-G-P--Ni-Al-Co,L1_0--AuCu
1.12E-05,1.12E-05,2.549592723,0.000867255,4.416016821,0.001349406,12.49038294,0.001665694,Fe,5,0,0,0,0,0,0,0,2006--Chamati-H--Fe,A7--alpha-As
1.53E-05,1.53E-05,2.741909337,0.000670028,4.749126282,0.001160523,4.681749361,0.002604815,Pt,5,0,0,0,5,5,5,5,2004--Zhou-X-W--Pt,A3--Mg--hcp
1.09E-05,1.09E-05,4.147530887,0.001044773,4.147530887,0.001044773,4.147530887,0.001044773,Ti,5,5,5,5,5,5,5,5,1996--Farkas-D--Nb-Ti-Al,A1--Cu--fcc
9.38E-06,9.38E-06,2.937900774,0.000762642,5.088590854,0.001394422,14.39270875,0.003153653,Ti,5,0,0,0,0,0,0,0,2004--Zhou-X-W--Ti,A7--alpha-As
5.20E-06,5.20E-06,4.536246927,0.000875188,4.536246927,0.000875188,4.536246927,0.000875188,Fe,5,5,5,5,5,5,5,5,2009--Bonny-G--Fe-Cu-Ni,A15--beta-W
2.37E-06,2.37E-06,5.609922615,0.000594281,5.609922615,0.000594281,5.609922615,0.000594281,AgH2Pd,10,10,10,10,10,10,10,10,2013--Hale-L-M--Pd-Ag-H-Hybrid,L2_1--AlCu2Mn--heusler
5.99E-06,5.99E-06,5.19491696,0.001208705,5.19491696,0.001208705,5.19491696,0.001208705,Al,15,5,5,5,15,5,5,5,2015--Pascuet-M-I--Al,A15--beta-W
8.16E-06,8.16E-06,6.101000576,0.001260471,6.101000576,0.001260471,6.101000576,0.001260471,TeZn,10,10,10,10,10,10,10,10,2013--Zhou-X-W--Zn-Cd-Hg-S-Se-Te,B3--ZnS--cubic-zinc-blende
1.15E-05,1.15E-05,2.845997004,0.000830633,4.92940892,0.001318708,13.94247247,0.003471926,Al,10,0,0,0,0,0,0,0,2010--Winey-J-M--Al,A7--alpha-As
1.07E-05,1.07E-05,2.487687705,0.000555864,4.308800926,0.000669132,12.1871287,0.002352583,Ni,5,0,0,0,1,0,0,0,2012--Mendelev-M-I--Ni,A7--alpha-As
1.51E-05,1.51E-05,2.48878761,0.000394082,4.31070633,0.000786921,12.19251964,0.001552641,Ni,5,0,0,0,0,0,0,0,2004--Zhou-X-W--Ni,A7--alpha-As
2.09E-05,2.09E-05,2.267556652,0.000613988,2.267556652,0.000613988,3.476305948,0.004011907,H,5,0,0,0,5,5,5,5,2013--Hale-L-M--Pd-Ag-H-Hybrid,A6--In--bct
0.187003846,0.187003846,7.057596025,0.778510961,7.060372239,0.785450346,5.902847698,0.958317932,AlS2CuSMgS,20,10,10,10,20,10,10,10,2012--Jelinek-B--Al-Si-Mg-Cu-Fe,L2_1--AlCu2Mn--heusler
2.11E-05,2.11E-05,2.855312437,0.000997323,2.855312437,0.000997323,2.855312437,0.000997323,Fe,5,5,5,5,5,5,5,5,2007--Mendelev-M-I--V-Fe,A2--W--bcc
6.83E-05,6.83E-05,2.547671356,0.001830473,2.54767007,0.000861364,2.54767004,0.000974603,Pd,15,0,0,0,15,0,0,0,2012--Schopf-D--Al-Mn-Pd,Ah--alpha-Po--sc
0.033445609,0.033445609,4.490815764,0.035841411,4.495718943,0.040488316,4.479758958,0.040083303,Ni,5,0,0,0,5,0,0,0,1989--Adams-J-B--Ni,A4--C--dc
9.57E-06,9.57E-06,2.878394792,0.000580584,4.985526023,0.001005601,4.691870381,0.000944844,Au,5,5,5,5,5,5,5,5,2005--Grochola-G--Au,A3--Mg--hcp
3.09E-06,3.09E-06,5.69485533,0.00072025,5.69485533,0.00072025,5.69485533,0.00072025,Al2CoNi,10,10,10,10,10,10,10,10,2015--Purja-Pun-G-P--Ni-Al-Co,L2_1--AlCu2Mn--heusler
8.17E-06,8.17E-06,2.610516179,0.00068338,4.521546657,0.001183649,8.211288356,0.00334713,Fe,5,0,0,0,5,5,5,5,2012--Proville-L--Fe,A3'--alpha-La--double-hcp
1.03E-05,1.03E-05,4.840373018,0.001076093,4.840373018,0.001076093,4.840373018,0.001076093,Al3Ni,5,5,5,5,5,5,5,5,2015--Purja-Pun-G-P--Ni-Al-Co,A15--Cr3Si
4.69E-05,4.69E-05,3.39140049,0.000398372,3.39138167,0.000399354,5.791290653,0.002058995,NbTi,20,0,0,0,20,0,0,0,1996--Farkas-D--Nb-Ti-Al,L1_0--AuCu
0.11557864,0.11557864,6.47246717,0.118775249,6.483039656,0.104269037,6.288717394,0.093318967,Al2U,10,0,0,0,10,0,0,0,2015--Pascuet-M-I--Al-U,C1--CaF2--fluorite
1.07E-05,1.07E-05,3.707742076,0.001799509,3.707742076,0.001799509,3.284714969,0.004621959,CrFe,10,0,0,0,10,0,0,0,2011--Bonny-G--Fe-Ni-Cr,L1_0--AuCu
0.000776413,0.000776413,7.159656603,0.078755171,7.176617502,0.036192066,7.176617671,0.036188188,Cd3Se,5,5,5,5,5,5,5,5,2013--Zhou-X-W--Zn-Cd-Hg-S-Se-Te,D0_3--BiF3
1.90E-06,1.90E-06,5.70756029,0.000729556,5.70756029,0.000729556,5.70756029,0.000729556,Cu3Fe,5,5,5,5,5,5,5,5,2009--Bonny-G--Fe-Cu-Ni,D0_3--BiF3
2.50E-05,2.50E-05,5.151514697,0.001152121,5.151514697,0.001152121,3.680357466,0.001499237,TeZn,10,0,0,0,10,0,0,0,2013--Zhou-X-W--Zn-Cd-Hg-S-Se-Te,L1_0--AuCu
0.151170207,0.151170207,5.060427178,0.048343194,5.085039691,0.032419266,5.021001297,0.05746377,Mo,10,0,0,0,10,0,0,0,2012--Park-H--Mo,A4--C--dc
4.37E-05,4.37E-05,2.779088294,0.000706217,2.779088294,0.000706215,5.144842796,0.00220325,U,20,0,0,0,20,0,0,0,2012--Smirnova-D-E--U,A6--In--bct
0.009948709,0.009948709,5.310686255,0.010303008,5.302754572,0.015354079,5.308972666,0.014603821,Fe2P,5,0,0,0,5,0,0,0,2004--Ackland-G-J--Fe-P,C1--CaF2--fluorite
7.25E-06,7.25E-06,3.908907274,0.00083769,3.908907274,0.00083769,3.908907274,0.00083769,Ag3Cu,5,5,5,5,5,5,5,5,2009--Wu-H-H--Cu-Ag,L1_2--AuCu3
1.03E-05,1.03E-05,8.035476901,0.004178612,8.035476901,0.004178612,8.035476901,0.004178612,CuZr3,10,5,5,5,10,5,5,5,2007--Mendelev-M-I--Cu-Zr,L1_2--AuCu3
4.56E-06,4.56E-06,6.283944508,0.001464038,6.283944508,0.001464038,6.283944508,0.001464038,CuSMgS2,10,5,5,5,5,5,5,5,2012--Jelinek-B--Al-Si-Mg-Cu-Fe,C1--CaF2--fluorite
2.66E-05,2.66E-05,2.756475458,0.001137298,2.756475458,0.001137298,2.756475458,0.001137298,AlH,10,10,10,10,10,10,10,10,1995--Angelo-J-E--Ni-Al-H,B2--CsCl
4.59E-06,4.59E-06,7.072475632,0.001052531,7.072475632,0.001052531,7.072475633,0.001052531,Hg2Te,5,5,5,5,5,5,5,5,2013--Zhou-X-W--Zn-Cd-Hg-S-Se-Te,C1--CaF2--fluorite
5.51E-06,5.51E-06,5.280013387,0.000757958,5.280013387,0.000757958,5.280013387,0.000757958,Au,5,5,5,5,5,5,5,5,1987--Ackland-G-J--Au,A15--beta-W
7.50E-06,7.50E-06,6.647934788,0.000625169,6.647934788,0.000625169,6.647934788,0.000625169,U3Xe,20,5,5,5,20,5,5,5,2013--Smirnova-D-E--U-Mo-Xe,L1_2--AuCu3
2.51E-05,2.51E-05,2.863789161,0.002192243,2.863789161,0.002192243,4.049988227,0.006234133,AlS,10,0,0,0,10,10,10,10,2012--Jelinek-B--Al-Si-Mg-Cu-Fe,A6--In--bct
1.54E-05,1.54E-05,4.213221206,0.00119328,4.213221206,0.00119328,4.213221206,0.00119328,Ti,5,5,5,5,5,5,5,5,2016--Mendelev-M-I--Ti-2,A1--Cu--fcc
1.32E-05,1.32E-05,2.58700036,0.003319971,4.48058492,0.004890472,12.67246359,0.012921284,Fe,5,0,0,0,5,0,0,0,2009--Bonny-G--Fe-Cu-Ni,A7--alpha-As
1.03E-05,1.03E-05,2.739566282,0.000533097,4.745067716,0.001084386,10.39746255,0.002507067,Fe,5,0,0,0,1,0,0,0,2012--Proville-L--Fe,A7--alpha-As
0.016774529,0.016774529,4.561443312,0.047925017,4.505283847,0.037310815,4.498492426,0.056554374,Ni,5,0,0,0,5,0,0,0,1995--Angelo-J-E--Ni-Al-H,A4--C--dc
5.78E-06,5.78E-06,3.19099378,0.001009036,5.526963354,0.001747701,10.39000564,0.005916313,Mg,5,5,5,5,5,5,5,5,1997--Liu-X-Y--Al-Mg,A3'--alpha-La--double-hcp
5.75E-06,5.75E-06,5.680832492,0.000968865,5.680832492,0.000968865,5.680832492,0.000968865,Zr,5,5,5,5,5,5,5,5,2015--Wilson-S-R--Ni-Zr,A15--beta-W
2.60E-05,2.60E-05,3.108907908,0.001063551,3.108907908,0.001063551,3.108907908,0.001063551,Pt,5,5,5,5,5,5,5,5,1989--Adams-J-B--Pt,A2--W--bcc
5.61E-05,5.61E-05,3.268079224,0.00162747,3.268079224,0.00162747,3.268079224,0.00162747,Pb,5,5,5,5,5,5,5,5,2000--Landa-A--Al-Pb,Ah--alpha-Po--sc
1.55E-05,1.55E-05,3.176199008,0.001575022,3.176199008,0.001575022,3.176199008,0.001575022,CuTa,10,10,10,10,10,10,10,10,2015--Purja-Pun-G-P--Cu-Ta,B2--CsCl
1.55E-05,1.55E-05,3.87256391,0.001638183,3.87256391,0.001638183,3.902814389,0.004252892,AgCu,10,0,0,0,10,10,10,10,2006--Williams-P-L--Cu-Ag,L1_0--AuCu
0.0380164,0.0380164,5.031346811,0.06329511,5.107535604,0.044555865,5.026315759,0.039571574,AgPd,10,0,0,0,10,0,0,0,2013--Hale-L-M--Pd-Ag-H-Morse,B3--ZnS--cubic-zinc-blende
0.810538573,0.810538573,8.406557219,0.657098701,8.182662093,0.564781223,7.172352088,0.439250291,Mo2UXe,50,0,20,30,44,0,20,30,2013--Smirnova-D-E--U-Mo-Xe,L2_1--AlCu2Mn--heusler
3.24E-05,3.24E-05,5.724909921,0.010294141,5.724909921,0.010294141,5.724909921,0.010294141,Zr,10,5,5,5,6,1,1,1,2007--Mendelev-M-I--Zr-3,Ah--alpha-Po--sc
3.02E-05,3.02E-05,5.991241232,0.002806505,5.991241232,0.002806505,5.991241232,0.002806505,Cr,10,5,5,5,10,5,5,5,2011--Bonny-G--Fe-Ni-Cr,A2--W--bcc
0.115810625,0.115810625,2.960921675,0.482788915,2.960944081,0.482065421,2.521155128,0.559313038,Ni,5,5,5,5,5,5,5,5,2015--Wilson-S-R--Ni-Zr,A2--W--bcc
4.20E-06,4.20E-06,6.125316387,0.00069305,6.125316387,0.00069305,6.125316387,0.00069305,NiZr2,5,5,5,5,5,5,5,5,2015--Wilson-S-R--Ni-Zr,C1--CaF2--fluorite
3.12E-06,3.12E-06,14.97957517,35.39775327,14.97957517,35.39775328,14.97957517,35.39775327,O3Ta,10,10,10,10,5,5,5,5,2013--Gao-H--AgTaO3,A15--Cr3Si
7.01E-06,7.01E-06,2.556630954,0.000596776,4.428214708,0.001033646,8.388080971,0.003522395,CuS,5,5,5,5,5,5,5,5,2012--Jelinek-B--Al-Si-Mg-Cu-Fe,A3'--alpha-La--double-hcp
2.80E-05,2.80E-05,5.406235575,0.001836994,5.406235575,0.001836994,7.645553717,0.005011046,Mo,15,0,0,0,15,5,5,5,2013--Smirnova-D-E--U-Mo-Xe,A6--In--bct
1.43E-05,1.43E-05,3.667507541,0.000924963,3.667507541,0.000924963,3.667507541,0.000924963,Fe3Ti,5,5,5,5,5,5,5,5,2009--Kim-H-K--Fe-Ti-C,L1_2--AuCu3
0.053778988,0.053778988,7.525976316,0.147438846,7.239904535,0.033841661,7.592903095,0.146591436,CdSe2Zn,10,0,0,10,10,0,0,10,2013--Zhou-X-W--Zn-Cd-Hg-S-Se-Te,L2_1--AlCu2Mn--heusler
1.49E-06,1.49E-06,10.09368803,35.0172475,10.09368803,35.0172475,10.09368803,35.0172475,Cu,20,20,20,20,5,5,5,5,2015--Purja-Pun-G-P--Cu-Ta,A1--Cu--fcc
5.65E-07,5.65E-07,8.698542931,5.029221418,15.06631831,8.710867018,24.02708299,41.80500664,Ti,10,10,10,10,0,0,0,0,2016--Mendelev-M-I--Ti-1,A7--alpha-As
2.37E-05,2.37E-05,3.087022355,0.000901427,3.087022355,0.000901427,3.087022355,0.000901427,Pd,5,5,5,5,5,5,5,5,1989--Adams-J-B--Pd,A2--W--bcc
6.33E-06,6.33E-06,4.595861116,0.000833763,4.595861116,0.000833763,4.595861116,0.000833763,Cu,5,5,5,5,5,5,5,5,2001--Mishin-Y--Cu-1,A15--beta-W
5.44E-06,5.44E-06,3.929867972,0.000844948,3.929867972,0.000844948,3.929867972,0.000844948,CuS3SiS,5,5,5,5,5,5,5,5,2012--Jelinek-B--Al-Si-Mg-Cu-Fe,L1_2--AuCu3
6.59E-06,6.59E-06,4.089650094,0.000968942,4.089650094,0.000968942,4.089650094,0.000968942,Ag,5,5,5,5,5,5,5,5,2004--Zhou-X-W--Ag,A1--Cu--fcc
36.85554841,36.85554841,4.397862081,20.65164682,3.936842163,29.00911202,3.936970949,29.00813273,Ni,70,70,70,70,5,5,5,5,2015--Purja-Pun-G-P--Ni-Co,A2--W--bcc
2.79E-06,2.79E-06,5.748866641,0.000692534,5.748866641,0.000692534,5.748866641,0.000692534,Cr2FeNi,10,10,10,10,10,10,10,10,2011--Bonny-G--Fe-Ni-Cr,L2_1--AlCu2Mn--heusler
6.40E-06,6.40E-06,2.609218291,0.00354029,4.519298648,0.006131962,8.338682327,0.013960939,Fe,5,0,5,5,5,5,5,5,2003--Mendelev-M-I--Fe-2,A3'--alpha-La--double-hcp
5.20E-06,5.20E-06,4.60094841,0.000948148,4.60094841,0.000948148,4.60094841,0.000948148,Cu3Ni,5,5,5,5,5,5,5,5,1985--Foiles-S-M--Ni-Cu,A15--Cr3Si
6.92E-06,6.92E-06,3.584379168,0.000708077,3.584379168,0.000708077,3.584379168,0.000708077,Cr,10,5,5,5,10,5,5,5,2011--Bonny-G--Fe-Ni-Cr,A1--Cu--fcc
8.11E-06,8.11E-06,6.049999187,0.001309922,6.049999187,0.001309922,6.049999187,0.001309922,CdSe,10,10,10,10,10,10,10,10,2013--Zhou-X-W--Zn-Cd-Hg-S-Se-Te,B3--ZnS--cubic-zinc-blende
0.169281174,0.169281174,10.42812735,2.733848184,5.770155667,0.557979992,5.741518186,0.669561024,SSeZn2,10,0,10,10,10,0,10,10,2013--Zhou-X-W--Zn-Cd-Hg-S-Se-Te,L2_1--AlCu2Mn--heusler
3.54E-06,3.54E-06,5.886554651,0.0010559,5.886554651,0.0010559,5.886554651,0.0010559,CuS3MgS,5,5,5,5,5,5,5,5,2012--Jelinek-B--Al-Si-Mg-Cu-Fe,D0_3--BiF3
0.357478912,0.357478912,6.122920892,0.969180537,6.112540438,0.757752122,5.888990773,0.453696735,AlPb3,5,5,5,5,5,5,5,5,2000--Landa-A--Al-Pb,A15--Cr3Si
1.98E-05,1.98E-05,3.925588497,0.001057848,3.925588497,0.001057848,3.925588497,0.001057848,Al3Nb,15,5,5,5,15,10,10,10,1996--Farkas-D--Nb-Ti-Al,L1_2--AuCu3
1.08E-05,1.08E-05,2.573223707,0.000517868,4.456954433,0.000981233,12.60617188,0.003622216,Cu,5,0,0,0,5,0,0,0,2008--Mendelev-M-I--Cu,A7--alpha-As
2.72E-06,2.72E-06,6.843632178,0.000574301,6.843632179,0.000574301,6.843632179,0.000574301,TeZn3,5,5,5,5,5,5,5,5,2013--Zhou-X-W--Zn-Cd-Hg-S-Se-Te,D0_3--BiF3
3.36E-06,3.36E-06,5.607183392,0.000692936,5.607183392,0.000692936,5.607183392,0.000692936,AlNi3,5,5,5,5,5,5,5,5,2004--Mishin-Y--Ni-Al,D0_3--BiF3
2.03E-05,2.03E-05,3.302519868,0.000852824,3.302519868,0.000852824,3.302519868,0.000852824,AlMg,10,10,10,10,10,10,10,10,1997--Liu-X-Y--Al-Mg,B2--CsCl
27.32840534,27.32840534,7.667992662,42.27984407,8.394642616,39.29521854,7.053894162,45.81136895,Ni3Zr,10,10,10,10,10,10,10,10,2015--Wilson-S-R--Ni-Zr,D0_3--BiF3
1.63E-06,1.63E-06,7.115180552,0.000692445,7.115180552,0.000692445,7.115180552,0.000692445,Nb3Ti,10,5,5,5,10,5,5,5,1996--Farkas-D--Nb-Ti-Al,D0_3--BiF3
1.00E-05,1.00E-05,2.892485596,0.00066051,5.009932012,0.001144037,4.719803712,0.001162523,Ag,5,5,5,5,5,5,5,5,1989--Adams-J-B--Ag,A3--Mg--hcp
8.32E-06,8.32E-06,12.36394889,0.002254169,12.36394889,0.002254169,12.36394889,0.002254169,Pd,10,5,5,5,9,0,0,0,2013--Hale-L-M--Pd-Ag-H-Morse,A4--C--dc
7.51E-68,7.51E-68,5.256281407,5.71E-11,9.104146456,9.41E-11,17.16694319,1.78E-10,Ni,70,0,0,0,5,0,0,0,2015--Purja-Pun-G-P--Ni-Al-Co,A3'--alpha-La--double-hcp
1.04E-16,1.04E-16,16.21286821,41.5670517,16.21286821,41.5670517,16.21286821,41.5670517,CuNi,20,20,20,20,18,18,18,18,2009--Bonny-G--Fe-Cu-Ni,B3--ZnS--cubic-zinc-blende
0.704671762,0.704671762,1.730023818,5.170257564,13.21633602,18.14509842,29.84497535,181.0926518,Mg,10,10,10,10,10,10,10,10,2009--Mendelev-M-I--Al-Mg,A3--Mg--hcp
9.64E-06,9.64E-06,4.505755616,0.001563478,4.505755616,0.001563478,4.505755616,0.001563478,Mg,5,5,5,5,5,5,5,5,1997--Liu-X-Y--Al-Mg,A1--Cu--fcc
0.204804675,0.204804675,4.591565803,1.401046898,4.875672544,0.759324721,4.86990596,0.680710988,AgCu3,5,5,5,5,5,5,5,5,2006--Williams-P-L--Cu-Ag,A15--Cr3Si
2.03E-05,2.03E-05,4.353078409,0.004910038,4.354625263,0.004866051,3.478820401,5.28E-05,AlSMgS,20,0,0,0,10,0,0,0,2012--Jelinek-B--Al-Si-Mg-Cu-Fe,L1_0--AuCu
5.96E-06,5.96E-06,3.63903091,0.000776511,3.63903091,0.000776511,3.63903091,0.000776511,Cu,5,5,5,5,5,5,5,5,2012--Mendelev-M-I--Cu,A1--Cu--fcc
1.00E-05,1.00E-05,4.080001992,0.001180029,4.080001992,0.001180029,4.080001992,0.001180029,Ag,5,5,5,5,5,5,5,5,2013--Gao-H--AgTaO3,A1--Cu--fcc
0.130057255,0.130057255,4.108675674,0.740333066,4.03668637,0.920433953,7.253176965,3.87141148,STe,10,10,10,10,10,10,10,10,2013--Zhou-X-W--Zn-Cd-Hg-S-Se-Te,L1_0--AuCu
0.440175535,0.440175535,7.253802858,2.610426331,7.19097189,1.692763763,7.182052594,1.459101917,HgTeZn2,10,10,10,10,10,10,10,10,2013--Zhou-X-W--Zn-Cd-Hg-S-Se-Te,L2_1--AlCu2Mn--heusler
1.34E-05,1.34E-05,3.202783141,0.001414619,5.547383126,0.002450192,5.187445776,0.003948009,MgS,5,5,5,5,5,5,5,5,2012--Jelinek-B--Al-Si-Mg-Cu-Fe,A3--Mg--hcp
3.02E-05,3.02E-05,2.670195962,0.000929133,2.670195962,0.000929133,2.670195962,0.000929133,Zn,5,5,5,5,5,5,5,5,2013--Zhou-X-W--Zn-Cd-Hg-S-Se-Te,Ah--alpha-Po--sc
1.15E-05,1.15E-05,3.518121433,0.0008853,3.518121433,0.0008853,3.518121433,0.0008853,Ni,5,5,5,5,5,5,5,5,2012--Mendelev-M-I--Ni,A1--Cu--fcc
1.35E-05,1.35E-05,2.490227488,0.000548283,4.313200532,0.000949653,4.141233465,0.003286452,Cr,5,0,0,5,5,5,5,5,2013--Bonny-G--Fe-Ni-Cr,A3--Mg--hcp
6.10E-06,6.10E-06,5.100821506,0.001162908,5.100821506,0.001162908,5.100821506,0.001162908,W,5,5,5,5,5,5,5,5,2004--Zhou-X-W--W,A15--beta-W
5.92E-05,5.92E-05,3.754082068,0.001394026,3.754082068,0.001394025,5.309067543,0.002142174,FeS,10,0,0,0,5,0,0,0,2012--Jelinek-B--Al-Si-Mg-Cu-Fe,A5--beta-Sn
0.031286885,0.031286885,4.550830952,0.141790139,4.493361623,0.127819079,4.569089153,0.064757029,Co,5,5,5,5,5,5,5,5,2015--Purja-Pun-G-P--Ni-Al-Co,A15--beta-W
0.016326086,0.016326086,4.907525567,0.109020101,5.062195727,0.099215927,4.94867403,0.016706538,HgTe3,5,5,5,5,5,5,5,5,2013--Zhou-X-W--Zn-Cd-Hg-S-Se-Te,L1_2--AuCu3
1.64E-05,1.64E-05,3.592505798,0.000975314,3.592505798,0.000975314,3.592505798,0.000975314,Zr,5,5,5,5,5,5,5,5,2007--Mendelev-M-I--Zr-1,A2--W--bcc
1.12E-05,1.12E-05,4.055158365,0.001198762,4.055158365,0.001198762,4.055158365,0.001198762,AlS3SiS,10,5,5,5,10,5,5,5,2012--Jelinek-B--Al-Si-Mg-Cu-Fe,L1_2--AuCu3
1.01E-05,1.01E-05,4.148336464,0.000949699,4.148336464,0.000949699,4.148336464,0.000949699,Ti,5,5,5,5,5,5,5,5,2003--Zope-R-R--Ti-Al,A1--Cu--fcc
2.27E-05,2.27E-05,2.888648086,0.001065196,2.888648086,0.001065196,2.888648086,0.001065196,Fe,5,5,5,5,5,5,5,5,2013--Henriksson-K-O-E--Fe-C,A2--W--bcc
5.18E-06,5.18E-06,4.434225242,0.000760532,4.434225242,0.000760532,4.434225242,0.000760532,Ni,70,5,5,5,5,5,5,5,2015--Purja-Pun-G-P--Ni-Co,A15--beta-W
0.461385835,0.461385835,6.651486564,1.348042235,6.003281181,1.148117574,7.195314409,3.140355617,AlSCuSSiS2,10,10,10,10,10,10,10,10,2012--Jelinek-B--Al-Si-Mg-Cu-Fe,L2_1--AlCu2Mn--heusler
5.04E-06,5.04E-06,4.641407473,0.000804322,4.641407473,0.000804322,4.641407473,0.000804322,Fe3Ti,10,5,5,5,5,5,5,5,2009--Kim-H-K--Fe-Ti-C,A15--Cr3Si
1.44E-05,1.44E-05,2.486506251,0.000780896,4.30675516,0.001352552,4.083147267,0.00125662,Ni,5,5,5,5,5,5,5,5,2015--Ko-W-S--Ni-Ti,A3--Mg--hcp
1.31E-05,1.31E-05,2.821982626,0.000802637,4.887817286,0.001390208,4.893085256,0.003484779,Al,5,0,0,0,5,5,5,5,2004--Liu-X-Y--Al,A3--Mg--hcp
0.22741856,0.22741856,2.980773525,0.154191848,5.002763332,0.229231077,14.5143979,0.030194439,Ta,5,0,0,0,5,0,0,0,2013--Ravelo-R--Ta-2,A7--alpha-As
1.30E-05,1.30E-05,2.587009004,0.003663117,4.480536582,0.004404112,12.67256149,0.013851782,Fe,5,0,0,0,5,0,0,0,2003--Mendelev-M-I--Fe-2,A7--alpha-As
0.01080473,0.01080473,5.167858642,0.050311735,5.183711218,0.011027444,5.192037255,0.070080233,Al,5,0,0,0,5,0,0,0,2003--Zope-R-R--Al,A4--C--dc
8.32E-06,8.32E-06,12.36394889,0.002254169,12.36394889,0.002254169,12.36394889,0.002254169,Pd,10,5,5,5,9,0,0,0,2013--Hale-L-M--Pd-Ag-H-Hybrid,A4--C--dc
5.76E-06,5.76E-06,5.674474243,0.001583148,5.674474243,0.001583148,5.674474243,0.001583148,CuSSiS,10,10,10,10,10,10,10,10,2012--Jelinek-B--Al-Si-Mg-Cu-Fe,B3--ZnS--cubic-zinc-blende
1.81E-05,1.81E-05,4.032043705,0.00133309,4.032043705,0.00133309,4.032043705,0.00133309,Al,5,5,5,5,5,5,5,5,1998--Liu-X-Y--Al-Mg,A1--Cu--fcc
9.24E-06,9.24E-06,2.86378303,0.000702353,4.960217372,0.00112143,14.02961381,0.005465235,Al,5,0,0,0,5,0,0,0,2004--Mishin-Y--Ni-Al,A7--alpha-As
1.91E-05,1.91E-05,3.715193025,0.001974052,3.715193025,0.001974052,4.018349516,0.00283905,CuSFeS,10,0,0,0,0,0,0,0,2012--Jelinek-B--Al-Si-Mg-Cu-Fe,L1_0--AuCu
