E_coh_std,E_coh_std_lammps,E_coh_std_refine,a_std,a_std_lammps,a_std_refine,b_std,b_std_lammps,b_std_refine,c_std,c_std_lammps,c_std_refine,composition,potential_id,prototype
0.0434049164416,0.16726696925,0.16733486465,0.0587994633852,0.13514212345,0.1351878959,0.124341957685,0.0189115258,0.01832342002,0.108517133139,0.02322026393,0.02228715815,Cd2S,2013--Zhou-X-W--Zn-Cd-Hg-S-Se-Te,C1--CaF2--fluorite
5.06121992056e-06,1.9990700002e-06,2.09293999998e-06,0.000791870635169,2.13849000019e-06,2.30053999983e-06,0.00137156017314,3.63747999987e-06,3.46957000019e-06,0.00258623866461,7.07448000092e-06,7.02604000047e-06,Ta,2003--Li-Y-H--Ta,A3'--alpha-La--double-hcp
2.75296682558e-05,0.248763406723,0.248763408893,0.00284991677371,1.23379813359,1.23379818043,0.00284991677381,1.23379813359,1.23379818043,0.00284991677369,1.23379813359,1.23379818043,MoXe,2013--Smirnova-D-E--U-Mo-Xe,B2--CsCl
0.0579498249899,0.282984853029,0.283515528895,0.238791699623,0.279494847982,0.27882123943,0.0398612119444,0.378766860437,0.37836623037,0.0920798033214,0.391186650329,0.39125581654,S2TeZn,2013--Zhou-X-W--Zn-Cd-Hg-S-Se-Te,L2_1--AlCu2Mn--heusler
9.27118454263e-06,3.80247999998e-06,3.79738e-06,0.00152548010381,2.56312000069e-06,2.66197999998e-06,0.00152548010381,2.56312000069e-06,2.66197999998e-06,0.00152548010381,2.56312000069e-06,2.66197999998e-06,CuSMgS3,2012--Jelinek-B--Al-Si-Mg-Cu-Fe,L1_2--AuCu3
7.19225792269e-06,2.48029000005e-06,2.5160499999e-06,0.000877538481779,2.06614999998e-06,1.58707999987e-06,0.00151994123604,3.68155999997e-06,4.43522000015e-06,0.0029179984012,1.06039199999e-05,1.05004699993e-05,Ag,2009--Wu-H-H--Cu-Ag,A3--Mg--hcp
7.19116473384e-06,2.11936999994e-06,2.12436999991e-06,0.001007787058,1.40678000005e-06,1.41717000002e-06,0.001007787058,1.40678000005e-06,1.41717000002e-06,0.001007787058,1.40678000005e-06,1.41717000002e-06,AlFe3,2005--Mendelev-M-I--Al-Fe,A15--Cr3Si
4.08698747724e-06,4.27084840544,4.2708484463,0.00378784491887,3.79857035836,3.79857029717,0.00378784491887,3.79857035836,3.79857029717,0.00378784491887,3.79857035836,3.79857029717,NbTi3,1996--Farkas-D--Nb-Ti-Al,A15--Cr3Si
1.18868868138e-05,2.32073552385,2.32073552385,0.000810081477615,2.58419098956,2.58422670977,0.000810081477612,2.58419098956,2.58422670977,0.000810081477613,2.58419098956,2.58422670977,AgPd,2013--Hale-L-M--Pd-Ag-H-Hybrid,B2--CsCl
2.52931109374e-06,1.23858900003e-06,0.0001915201974,0.000114015224075,1.07269400003e-05,0.001134386248,0.00021637723952,1.12416000064e-06,0.00194973323,0.000380749362157,6.12590999971e-06,0.00184215056,Cs,2003--Han-S--Cs,A3--Mg--hcp
